StudentID,Age,StudyTimeWeekly,Absences,GPA,Gender,Ethnicity,ParentalEducation,Tutoring,ParentalSupport,ClubInvolvement,Sports,Music,Volunteering,GradeClass
1792,18,0.655997486,15,1.388138976,Female,Caucasian,High School,No,Very High,No,No,No,No,F
1793,15,8.406707784,2,3.300552206,Female,African American,Some College,No,Moderate,No,No,Yes,No,B
1794,18,17.90200058,14,2.168641593,Female,African American,Higher,No,High,No,No,No,Yes,D
1795,15,19.65304823,13,2.79726748,Male,Caucasian,Bachelor's,No,Moderate,Yes,Yes,No,No,C
1796,17,12.74095107,14,1.717458615,Female,Caucasian,Some College,No,Low,No,No,No,No,F
1797,15,3.232753876,13,1.687900492,Female,Asian,nan,No,Moderate,No,Yes,No,No,F
1798,17,18.1169878,6,2.952145863,Female,Asian,High School,No,Moderate,Yes,No,No,No,C
1799,15,10.32495646,24,0.963375009,Female,Caucasian,Bachelor's,No,Moderate,Yes,No,No,No,F
1800,17,3.074986242,2,3.334971828,Female,Other,Some College,No,Moderate,Yes,No,No,No,B
1801,15,18.43453339,29,0.443640655,Male,Other,Some College,No,Low,No,No,No,No,F
1802,16,15.14938101,16,1.955791739,Male,Caucasian,nan,Yes,Moderate,Yes,No,No,No,F
1803,15,14.63410545,9,2.850351339,Female,Caucasian,Some College,No,High,Yes,Yes,No,No,C
1804,15,14.18361408,14,2.370067422,Female,African American,Some College,Yes,Moderate,No,Yes,No,No,D
1805,16,4.006796422,28,0.152590779,Female,Other,Bachelor's,Yes,Moderate,No,No,No,No,F
1806,18,4.220133834,5,2.123043127,Male,Asian,Some College,No,nan,No,No,No,No,D
1807,18,13.76585997,27,0.922013232,Male,Caucasian,High School,Yes,Low,Yes,No,Yes,Yes,F
1808,15,4.394455002,16,1.428993238,Female,Caucasian,Some College,No,Moderate,No,No,No,Yes,F
1809,16,8.773433936,16,1.893440916,Male,African American,nan,Yes,Moderate,No,Yes,No,No,F
1810,15,15.64003651,13,1.939584666,Male,African American,Higher,Yes,Moderate,No,No,No,No,F
1811,17,15.67905036,23,1.511276997,Female,Caucasian,High School,No,High,Yes,Yes,No,No,F
1812,17,9.065235451,24,0.825604174,Male,Asian,Some College,No,Low,No,No,Yes,No,F
1813,15,15.84379877,17,1.764354309,Male,African American,High School,No,nan,Yes,No,No,No,F
1814,18,16.77243592,24,1.2955949,Female,Asian,Some College,No,Moderate,Yes,No,No,No,F
1815,18,13.09551503,4,2.473717178,Male,Asian,Some College,No,Moderate,No,No,No,No,D
1816,15,4.568517046,28,0.019798485,Male,Asian,Some College,No,Moderate,No,No,Yes,No,F
1817,15,5.480235608,7,2.202958506,Female,Caucasian,High School,No,High,No,No,No,No,D
1818,17,6.296823108,6,3.040025436,Male,African American,High School,No,High,Yes,No,No,No,B
1819,18,2.336082155,22,1.069079987,Male,Caucasian,High School,Yes,Low,Yes,No,No,No,F
1820,15,5.463192407,3,3.941760022,Female,African American,Some College,Yes,Very High,Yes,No,No,No,A
1821,17,4.190384486,17,1.482595973,Female,Caucasian,nan,No,Low,No,No,Yes,No,F
1822,18,9.106574996,4,3.042275369,Female,African American,Some College,No,High,No,Yes,No,No,B
1823,16,18.16875096,15,2.10396651,Male,Caucasian,Bachelor's,No,High,No,Yes,No,No,D
1824,17,2.089606335,13,1.787522329,Female,Caucasian,Bachelor's,No,High,No,No,No,No,F
1825,18,14.40535848,26,1.100381883,Male,Caucasian,Some College,Yes,Low,Yes,No,No,Yes,F
1826,18,13.74566009,26,0.854558289,Female,Caucasian,Some College,No,Moderate,No,No,No,No,F
1827,17,1.915083973,18,1.199651388,Male,Asian,nan,No,Moderate,No,Yes,No,Yes,F
1828,16,18.4514481,13,2.591940919,Female,Asian,Some College,Yes,Low,No,No,No,No,C
1829,17,11.36944404,8,2.282212745,Female,African American,Bachelor's,Yes,nan,No,No,No,Yes,D
1830,18,7.274510423,5,2.754877493,Female,Caucasian,High School,No,Moderate,No,No,No,No,C
1831,15,15.13077167,16,1.921268647,Female,Caucasian,Some College,No,Moderate,No,Yes,No,No,F
1832,15,5.147309168,18,1.583556496,Male,Caucasian,Bachelor's,No,High,Yes,No,Yes,No,F
1833,17,13.87019674,11,1.723385686,Female,Caucasian,Bachelor's,No,Low,No,No,Yes,No,F
1834,18,0.794224151,3,2.876055005,Female,Asian,High School,Yes,High,Yes,No,No,No,C
1835,15,16.78816075,15,1.88899193,Male,Caucasian,Some College,No,Low,No,No,No,No,F
1836,18,8.96341694,24,1.369369967,Female,Caucasian,High School,No,High,Yes,Yes,No,No,F
1837,17,12.73385829,10,2.550546234,Male,Caucasian,High School,Yes,Moderate,No,No,No,No,C
1838,15,4.424756396,21,1.943573341,Female,Caucasian,Bachelor's,Yes,Moderate,Yes,Yes,Yes,Yes,F
1839,18,13.54147425,3,3.310401269,Female,African American,Bachelor's,Yes,High,Yes,No,No,Yes,B
1840,15,15.44480552,16,1.418938675,Female,African American,Some College,No,Low,No,No,No,No,F
1841,17,9.464263738,7,2.353054655,Male,Caucasian,nan,No,Low,No,Yes,No,No,D
1842,18,12.35453848,13,1.752886206,Female,Caucasian,Bachelor's,No,Moderate,No,No,Yes,No,F
1843,15,9.126518476,26,0.513962989,Female,Caucasian,Some College,No,Low,Yes,No,Yes,No,F
1844,17,17.88182739,1,3.021954868,Female,Caucasian,High School,No,Moderate,No,No,No,No,B
1845,15,9.95738361,10,1.834749448,Male,Caucasian,Some College,No,Low,No,Yes,No,Yes,F
1846,15,16.83617418,10,2.275700147,Male,Other,nan,No,High,No,No,No,No,D
1847,16,16.02704117,23,1.767646785,Female,African American,Some College,Yes,High,Yes,Yes,No,Yes,F
1848,16,8.210096427,21,1.353723074,Male,African American,Some College,No,nan,Yes,No,Yes,No,F
1849,17,4.601689837,23,1.034201169,Female,Caucasian,High School,Yes,High,No,Yes,No,No,F
1850,16,8.121642651,5,2.758341831,Female,Caucasian,High School,No,Moderate,No,No,No,No,C
1851,17,16.52434752,20,1.789966874,Female,African American,High School,Yes,Moderate,Yes,No,No,No,F
1852,16,4.552650716,20,1.223973607,Female,African American,nan,No,Moderate,Yes,No,No,No,F
1853,15,10.48872692,13,2.443619105,Female,Asian,Some College,Yes,High,No,Yes,No,Yes,D
1854,17,16.12193496,29,0.362957003,Female,Caucasian,Bachelor's,No,Moderate,No,Yes,Yes,No,F
1855,17,7.069549503,9,2.251753922,Female,African American,nan,No,High,Yes,No,No,No,D
1856,15,12.84419274,25,0.900041692,Male,Caucasian,nan,Yes,Low,No,No,No,No,F
1857,17,4.912631481,26,0.656616923,Male,Asian,Some College,No,Very High,No,No,No,No,F
1858,17,2.185588907,7,2.186426951,Male,African American,Bachelor's,No,High,Yes,No,No,No,D
1859,16,15.8876845,6,2.883136266,Male,African American,High School,Yes,Low,No,No,Yes,Yes,C
1860,17,1.979372468,7,2.877853698,Male,Caucasian,High School,Yes,High,Yes,No,No,No,C
1861,18,5.427627902,27,0.01206349,Male,African American,Some College,No,Moderate,No,No,No,No,F
1862,15,17.10218844,7,2.583738163,Male,Caucasian,High School,No,Low,Yes,No,No,No,C
1863,16,6.929385742,22,1.161554531,Female,Caucasian,nan,No,Low,No,Yes,No,No,F
1864,16,19.46090699,1,3.301690513,Female,Caucasian,Some College,No,nan,Yes,No,No,No,B
1865,18,19.5946867,26,1.505172773,Female,African American,Some College,Yes,High,No,No,No,No,F
1866,15,5.365520409,15,1.385696221,Female,Caucasian,Some College,No,Moderate,No,No,No,No,F
1867,15,0.819564445,8,2.240923949,Male,Caucasian,Some College,No,Moderate,No,No,No,Yes,D
1868,16,14.10126568,12,2.116723382,Male,Asian,Some College,Yes,Low,Yes,No,No,No,D
1869,17,9.019730053,22,1.036656834,Female,Caucasian,High School,No,Moderate,No,No,No,Yes,F
1870,16,2.015056879,11,1.617460207,Female,African American,High School,No,Moderate,No,No,No,No,F
1871,15,14.15045638,26,0.865945542,Male,Caucasian,High School,No,High,No,No,No,No,F
1872,18,0.623498182,21,1.320245987,Female,Caucasian,High School,No,Very High,No,Yes,No,No,F
1873,16,17.40393381,24,1.259764683,Female,Asian,Some College,No,Moderate,Yes,No,No,Yes,F
1874,15,2.773050582,28,0.081573184,Female,Caucasian,Bachelor's,No,Moderate,Yes,No,No,No,F
1875,16,2.546237575,16,1.689673085,Female,Caucasian,Higher,No,Moderate,No,Yes,Yes,No,F
1876,17,3.513445959,26,0.46042165,Male,African American,Some College,No,High,No,No,No,Yes,F
1877,16,19.20532717,1,3.577043897,Female,African American,High School,No,Low,Yes,No,No,No,A
1878,16,13.86338721,12,2.087872127,Female,African American,High School,No,Moderate,Yes,No,No,No,D
1879,15,16.02743071,0,3.369584362,Male,Caucasian,Bachelor's,No,High,Yes,No,No,No,B
1880,15,7.952699715,25,0,Male,Caucasian,Some College,No,nan,No,No,No,No,F
1881,15,6.72625455,27,0.094651592,Female,Asian,Some College,No,Low,No,No,No,No,F
1882,16,4.689680136,18,1.405315628,Male,African American,Some College,No,High,No,Yes,No,No,F
1883,17,9.612960566,10,1.87826418,Female,Asian,Some College,No,Low,No,No,No,No,F
1884,18,11.03657467,4,2.87190477,Female,Asian,Bachelor's,No,Moderate,Yes,No,No,No,C
1885,18,12.63549687,0,3.70794804,Male,Asian,nan,Yes,Moderate,No,No,No,No,A
1886,15,5.14237008,19,1.174868091,Female,Caucasian,Some College,No,Moderate,No,No,Yes,No,F
1887,15,18.97308162,29,0.995449642,Female,Caucasian,Bachelor's,Yes,Low,Yes,No,No,No,F
1888,16,3.395169964,12,2.528711257,Female,Asian,High School,Yes,Very High,No,Yes,No,No,C
1889,18,19.3130635,7,2.59683449,Female,Caucasian,Some College,No,nan,Yes,Yes,No,No,C
1890,15,0.29712245,5,2.460606774,Male,Caucasian,High School,No,High,No,No,No,No,D
1891,17,9.622513836,28,0.547780724,Male,Asian,Higher,Yes,nan,No,No,No,No,F
1892,17,6.667356762,16,1.803054427,Female,Asian,nan,No,Moderate,No,Yes,No,No,F
1893,15,8.982468279,11,2.309975848,Male,Caucasian,Some College,Yes,Low,No,No,No,No,D
1894,15,11.41329158,0,3.093363943,Female,Caucasian,High School,No,Low,No,No,No,No,B
1895,18,8.71178316,2,2.615900724,Female,Caucasian,Some College,No,Low,No,No,No,No,C
1896,18,8.296937006,13,2.276918318,Female,Asian,High School,No,Moderate,No,Yes,No,No,D
1897,16,14.65446831,25,1.051531526,Female,Other,High School,No,Moderate,Yes,No,No,No,F
1898,18,13.7175255,7,2.747706159,Female,Caucasian,Some College,No,Low,No,Yes,No,No,C
1899,17,16.66542564,10,2.621670104,Male,Caucasian,Bachelor's,No,Very High,No,No,No,No,C
1900,17,4.999179625,26,0.243298094,Female,Asian,High School,Yes,Low,No,No,No,No,F
1901,15,12.1905702,13,2.194706521,Male,Caucasian,High School,Yes,Moderate,No,No,No,No,D
1902,18,11.70389571,7,2.639906488,Male,African American,Some College,No,Low,No,No,No,Yes,C
1903,16,7.394756217,28,0.833493418,Female,Other,Some College,Yes,Moderate,No,Yes,No,No,F
1904,17,9.721150838,2,3.402401591,Female,Caucasian,Bachelor's,Yes,High,No,No,No,No,B
1905,17,6.275642866,6,2.616291695,Female,African American,High School,Yes,Moderate,No,No,Yes,No,C
1906,16,2.836887952,27,0.339715385,Female,Caucasian,Some College,No,Low,No,No,No,No,F
1907,16,4.276024213,18,1.69772878,Female,Caucasian,High School,Yes,Low,Yes,No,No,Yes,F
1908,17,2.110272928,3,2.356856807,Male,Asian,High School,No,High,No,No,No,No,D
1909,17,13.6613915,24,0.84562484,Female,Caucasian,Some College,No,Low,No,No,No,No,F
1910,16,13.21454786,15,2.246545273,Female,Other,Some College,Yes,Moderate,Yes,No,Yes,No,D
1911,17,19.01212743,12,2.478699183,Male,African American,Some College,No,Low,Yes,Yes,No,No,D
1912,15,14.59356827,19,1.374288283,Male,Caucasian,High School,No,Low,Yes,No,Yes,Yes,F
1913,15,1.040916775,18,1.355381045,Female,Caucasian,Some College,Yes,Low,No,Yes,No,No,F
1914,16,17.68490348,4,3.06049075,Male,Caucasian,Some College,No,High,Yes,No,No,No,B
1915,18,17.25350326,22,1.556957122,Female,Caucasian,Higher,Yes,High,Yes,No,No,No,F
1916,16,8.866406415,4,3.219531248,Male,Caucasian,High School,Yes,Moderate,Yes,No,No,No,B
1917,16,11.71726101,19,1.150153548,Male,Caucasian,High School,No,Low,No,Yes,No,No,F
1918,18,19.52156665,23,1.321429302,Female,Caucasian,High School,No,Moderate,No,No,Yes,Yes,F
1919,18,10.64608728,3,3.491326588,Male,Asian,Some College,Yes,Moderate,Yes,Yes,No,No,B
1920,18,18.10643657,1,3.869586724,Male,African American,High School,No,Moderate,No,No,Yes,Yes,A
1921,15,1.660775156,25,0.170463613,Male,Asian,Bachelor's,Yes,nan,No,No,No,Yes,F
1922,17,3.821037374,12,2.19738729,Male,Caucasian,High School,Yes,Very High,No,No,No,No,D
1923,15,8.815098869,29,0.021155583,Male,Caucasian,Bachelor's,No,Moderate,No,No,No,No,F
1924,17,11.69513617,15,2.386799507,Male,African American,High School,No,Very High,No,No,Yes,No,D
1925,15,16.32455704,21,1.361031288,Female,Caucasian,Some College,Yes,nan,No,Yes,No,No,F
1926,17,19.7652423,1,3.51068089,Female,Caucasian,Bachelor's,No,Low,Yes,Yes,No,No,A
1927,15,7.777029929,18,1.43737075,Male,Asian,High School,No,Low,No,Yes,No,No,F
1928,18,0.948312723,16,1.804417459,Female,Asian,Higher,Yes,High,No,Yes,Yes,No,F
1929,16,16.02343007,4,3.262269864,Female,African American,Some College,Yes,Moderate,Yes,Yes,No,No,B
1930,15,12.08761438,24,1.169658238,Female,Caucasian,Bachelor's,No,High,No,Yes,No,No,F
1931,17,3.970857177,17,1.401550934,Male,Asian,Some College,No,High,No,No,No,No,F
1932,18,9.896569132,27,0.549601825,Female,African American,High School,No,High,No,No,Yes,No,F
1933,15,14.84620491,22,1.516508268,Male,Asian,High School,Yes,High,No,No,No,No,F
1934,15,15.40823574,20,2.032219512,Female,Asian,High School,Yes,High,No,No,No,No,D
1935,18,9.99236824,17,2.289299775,Male,Asian,nan,Yes,High,Yes,Yes,No,No,D
1936,15,6.104290603,7,2.086687741,Male,African American,High School,No,Moderate,Yes,No,No,No,D
1937,16,19.47485164,26,1.66766699,Female,Caucasian,High School,Yes,High,Yes,No,No,Yes,F
1938,15,13.26725222,14,2.595889051,Female,African American,Some College,Yes,High,No,No,No,No,C
1939,16,8.164750387,12,1.950769177,Male,African American,Some College,No,Moderate,No,No,No,No,F
1940,16,5.609264484,12,2.102541899,Female,Asian,High School,No,Very High,No,No,No,No,D
1941,18,14.62205966,15,1.3791672,Female,Caucasian,High School,Yes,nan,No,No,No,No,F
1942,15,4.843668912,21,0.67219968,Female,Caucasian,Some College,No,Moderate,No,No,No,No,F
1943,18,3.434199779,19,1.141638567,Male,Asian,High School,No,Low,Yes,No,Yes,No,F
1944,15,10.59667778,12,1.621012115,Male,Asian,nan,No,Low,No,No,No,Yes,F
1945,15,5.799747853,19,1.122110973,Female,Other,High School,No,High,No,No,No,Yes,F
1946,17,12.5781029,1,3.402044108,Female,Asian,Bachelor's,No,Very High,No,No,No,No,B
1947,15,2.358773497,2,2.683854739,Female,African American,Bachelor's,No,High,No,No,No,No,C
1948,18,13.09882209,14,2.996856279,Male,African American,High School,Yes,Very High,Yes,No,Yes,No,C
1949,16,5.66593056,22,1.284865711,Male,Asian,Some College,Yes,Low,Yes,Yes,No,No,F
1950,15,0.004858689,18,1.201053303,Female,African American,Some College,Yes,Low,No,No,No,No,F
1951,17,2.538721153,12,1.978021718,Female,African American,Some College,No,Moderate,No,Yes,No,No,F
1952,18,18.67230756,4,3.83669864,Female,Caucasian,Some College,Yes,High,Yes,Yes,No,Yes,A
1953,15,17.34709278,25,1.179903407,Female,Caucasian,Some College,Yes,nan,Yes,Yes,No,No,F
1954,18,4.672180641,21,1.54005946,Female,Asian,High School,No,Very High,Yes,No,No,No,F
1955,17,15.56743809,5,3.158858262,Female,Caucasian,nan,No,High,No,No,No,Yes,B
1956,17,12.17143186,13,1.752496836,Male,Caucasian,Some College,No,Very High,No,No,No,Yes,F
1957,18,19.41809423,3,3.045113482,Female,Caucasian,Bachelor's,Yes,Moderate,No,No,No,No,B
1958,15,7.472113191,21,1.165603946,Male,Caucasian,Some College,No,Moderate,No,Yes,Yes,No,F
1959,16,13.62921225,18,1.785760791,Female,Caucasian,Bachelor's,Yes,High,Yes,No,No,No,F
1960,17,1.270714448,22,0.841108717,Female,Caucasian,Higher,No,High,No,Yes,No,No,F
1961,15,7.924946936,6,2.397182558,Male,Other,High School,No,Low,No,Yes,No,No,D
1962,15,19.27635322,3,3.576909015,Male,African American,Some College,Yes,Very High,No,No,No,No,A
1963,16,10.77961749,1,3.225158275,Male,Caucasian,Some College,No,High,Yes,No,Yes,No,B
1964,17,5.757590067,26,0,Male,Caucasian,Higher,No,nan,No,No,No,No,F
1965,17,2.405419263,6,2.806697764,Female,African American,Higher,Yes,Low,No,No,Yes,No,C
1966,15,14.0705668,2,3.42183767,Male,Caucasian,Some College,Yes,Moderate,Yes,No,No,No,B
1967,15,12.89712087,14,2.105309279,Female,Asian,High School,No,Moderate,No,Yes,No,Yes,D
1968,16,7.478774272,0,3.160902091,Male,African American,Some College,No,High,No,No,No,No,B
1969,16,19.01882704,1,2.99354156,Female,Asian,High School,No,nan,No,No,No,No,C
1970,17,0.44405626,9,2.490220426,Female,Caucasian,Some College,Yes,High,Yes,No,No,No,D
1971,18,6.074477033,15,2.13083278,Female,African American,Bachelor's,No,High,Yes,No,Yes,No,D
1972,17,18.42138973,24,0.838464873,Female,Caucasian,High School,No,Low,Yes,No,No,Yes,F
1973,15,6.418708766,27,0.676771033,Female,Other,Some College,No,Moderate,Yes,No,Yes,No,F
1974,17,5.045056677,14,1.735956512,Female,African American,Some College,Yes,Low,Yes,No,No,No,F
1975,18,10.6844082,23,1.254572618,Male,Caucasian,Some College,Yes,Low,Yes,No,No,No,F
1976,16,16.476035,14,1.922688235,Female,Caucasian,High School,Yes,Moderate,No,No,No,No,F
1977,18,2.062935218,13,2.19199842,Male,Caucasian,Some College,No,Very High,Yes,No,No,No,D
1978,18,18.86041419,21,1.757523486,Male,African American,Bachelor's,Yes,Low,No,Yes,Yes,No,F
1979,18,15.90145762,13,1.92410232,Female,Caucasian,Bachelor's,No,Moderate,Yes,No,No,No,F
1980,16,3.625005111,5,2.80797413,Male,African American,High School,No,Low,Yes,No,No,No,C
1981,18,14.24015922,13,2.138772677,Female,Caucasian,Bachelor's,Yes,Low,No,No,No,No,D
1982,18,7.699174453,16,1.363841047,Male,African American,Some College,No,Moderate,No,No,Yes,No,F
1983,18,8.045893562,17,1.722726052,Female,Asian,High School,No,High,No,Yes,No,No,F
1984,15,15.66580185,19,1.192108472,Male,Asian,nan,Yes,nan,No,Yes,No,No,F
1985,18,19.25569616,18,1.53478239,Female,Asian,High School,No,Very High,No,No,No,No,F
1986,16,2.533117457,29,0.115243211,Female,Caucasian,Bachelor's,No,nan,No,Yes,No,No,F
1987,18,8.412604738,16,1.562359564,Female,Caucasian,Some College,No,High,No,Yes,No,No,F
1988,18,9.618832162,15,2.096032625,Female,African American,Some College,No,High,Yes,No,No,No,D
1989,16,7.526236339,7,3.009238323,Male,Caucasian,High School,Yes,Moderate,No,Yes,No,No,B
1990,18,7.263782474,6,2.071108065,Female,Caucasian,Some College,No,Low,No,No,No,No,D
1991,16,1.045373351,19,1.747356452,Male,Caucasian,nan,Yes,Moderate,No,No,Yes,No,F
1992,18,13.71077241,27,1.079867369,Male,Caucasian,High School,No,High,Yes,Yes,No,No,F
1993,16,8.724288342,11,2.271400211,Male,Caucasian,Some College,No,High,No,No,Yes,No,D
1994,18,3.895876053,8,2.117233031,Female,Asian,High School,No,Moderate,No,Yes,No,No,D
1995,18,16.32067005,26,0.743592358,Male,Caucasian,Bachelor's,Yes,Moderate,No,No,No,No,F
1996,15,16.05121496,13,1.892745845,Male,African American,High School,No,High,No,Yes,No,No,F
1997,15,9.727832562,19,1.586464189,Male,Caucasian,Some College,Yes,Very High,No,No,No,No,F
1998,18,5.969013223,0,3.512322895,Female,African American,Some College,No,High,No,No,Yes,No,A
1999,18,12.76185452,9,2.629211521,Female,Caucasian,Some College,Yes,High,No,No,Yes,No,C
2000,17,5.763042716,16,1.8366428,Male,Asian,High School,Yes,Moderate,Yes,Yes,No,No,F
2001,16,4.720158606,16,1.83435914,Female,Asian,nan,Yes,High,Yes,No,Yes,No,F
2002,17,14.61029308,16,1.766055977,Female,Caucasian,Bachelor's,Yes,High,No,No,No,Yes,F
2003,15,0.806504794,3,3.201710217,Male,Other,High School,No,High,Yes,No,Yes,Yes,B
2004,15,1.895369421,16,1.263890772,Male,Other,Bachelor's,Yes,Moderate,No,No,No,No,F
2005,15,0.13576348,17,1.427724376,Female,Asian,Higher,No,Moderate,No,Yes,Yes,Yes,F
2006,15,3.05886373,19,1.070707952,Male,Asian,High School,No,Moderate,No,No,Yes,Yes,F
2007,18,1.379800174,22,0.832717506,Female,Caucasian,High School,No,Moderate,No,No,No,Yes,F
2008,15,19.91604736,1,3.130222795,Female,African American,Some College,No,Moderate,No,No,No,No,B
2009,18,5.776199399,7,2.537098951,Female,Caucasian,Higher,No,High,Yes,No,No,No,C
2010,18,2.985360253,12,1.671076182,Female,Caucasian,Bachelor's,No,Moderate,Yes,No,No,No,F
2011,15,4.81992516,22,0.81655066,Female,Other,Some College,No,Low,No,Yes,Yes,No,F
2012,15,18.72251143,24,1.131402736,Female,Caucasian,Some College,No,High,No,Yes,No,No,F
2013,16,10.40320446,29,0.333154228,Male,Asian,High School,No,High,No,No,No,No,F
2014,17,7.296361926,21,1.48906302,Male,Asian,Higher,Yes,Moderate,No,No,No,No,F
2015,15,17.46782916,19,1.683330032,Female,Asian,Higher,Yes,Low,No,Yes,No,No,F
2016,16,7.899805411,21,1.921942134,Female,Other,High School,Yes,Very High,Yes,No,No,No,F
2017,16,6.700171399,14,1.940006922,Female,Caucasian,High School,No,High,No,No,No,No,F
2018,17,4.145650451,19,1.065848673,Male,Caucasian,High School,No,Low,Yes,No,No,No,F
2019,18,7.555936478,22,0.968986131,Female,Caucasian,High School,Yes,nan,No,No,No,No,F
2020,15,6.33368712,8,2.68614499,Male,Caucasian,Bachelor's,Yes,Moderate,Yes,No,No,No,C
2021,17,13.54607919,2,3.520612392,Female,Caucasian,High School,Yes,High,Yes,Yes,No,No,A
2022,15,5.791654093,2,2.815973296,Female,Caucasian,nan,No,Low,Yes,No,No,No,C
2023,16,11.54399493,1,3.487510668,Male,Asian,High School,No,Moderate,Yes,Yes,No,No,B
2024,16,1.317843301,0,3.592128978,Male,African American,Higher,Yes,Moderate,No,No,Yes,No,A
2025,18,3.825783134,13,1.578441665,Female,Caucasian,Some College,No,High,No,No,No,No,F
2026,16,8.148105432,16,1.886008174,Female,African American,Some College,No,Moderate,Yes,No,Yes,No,F
2027,16,18.73898508,12,2.366010872,Female,Caucasian,High School,Yes,Moderate,No,Yes,No,No,D
2028,17,7.545039714,18,2.434934379,Male,Caucasian,Higher,Yes,Very High,Yes,No,Yes,No,D
2029,15,13.28148242,29,0.393186471,Male,Asian,Bachelor's,No,Low,No,No,No,No,F
2030,15,5.101744448,22,0.713267665,Male,African American,High School,No,Low,No,Yes,Yes,No,F
2031,17,2.540671519,14,2.57444997,Male,Asian,nan,Yes,High,No,Yes,Yes,No,C
2032,18,1.170732002,26,0.700539867,Male,Caucasian,nan,No,Low,Yes,Yes,No,No,F
2033,15,6.108269971,24,1.586289237,Male,Asian,High School,Yes,High,Yes,No,Yes,No,F
2034,16,3.153220536,13,2.058575293,Female,African American,Some College,Yes,nan,No,Yes,No,No,D
2035,15,3.48020896,1,3.129640051,Female,African American,Bachelor's,Yes,Low,No,No,No,No,B
2036,16,15.21518617,6,3.539198712,Male,African American,Some College,Yes,Very High,Yes,Yes,No,No,A
2037,18,0.316761419,16,2.059966656,Female,Asian,Bachelor's,No,Moderate,Yes,Yes,Yes,No,D
2038,17,11.15620251,17,1.756035495,Female,African American,Some College,No,High,No,Yes,Yes,Yes,F
2039,15,7.589227612,5,2.622601052,Male,African American,Some College,No,Low,Yes,Yes,No,No,C
2040,17,10.131,26,0.262861167,Female,Other,Some College,No,Low,No,No,No,No,F
2041,15,11.25660474,20,1.704415089,Male,Asian,High School,No,High,No,Yes,Yes,No,F
2042,16,6.267353889,7,2.104449931,Male,Caucasian,High School,No,Moderate,No,No,No,No,D
2043,17,5.902177204,27,0.83751232,Female,Asian,Some College,Yes,Moderate,Yes,Yes,Yes,No,F
2044,15,14.66803699,26,0.556828033,Male,Caucasian,nan,No,nan,Yes,Yes,No,No,F
2045,16,17.42553976,1,3.350130974,Male,Caucasian,High School,No,Moderate,Yes,No,No,No,B
2046,17,3.851632649,0,3.279646224,Male,African American,Some College,No,High,Yes,No,No,No,B
2047,17,1.952375211,15,1.556328957,Male,Other,Higher,No,High,No,Yes,No,No,F
2048,15,17.95591613,6,2.846378753,Male,Other,Some College,No,High,Yes,No,No,Yes,C
2049,15,6.997909273,21,1.137899801,Male,Caucasian,Bachelor's,No,High,No,No,No,No,F
2050,15,11.02634781,23,1.391787779,Male,African American,Some College,No,Moderate,Yes,No,No,No,F
2051,16,7.19086289,10,2.182795221,Male,Caucasian,Some College,Yes,Moderate,No,No,No,No,D
2052,15,2.516046727,14,2.253871179,Female,Other,Some College,Yes,High,Yes,No,No,No,D
2053,17,11.7866329,12,2.254020037,Female,Other,Bachelor's,Yes,Low,Yes,No,No,No,D
2054,17,10.50281704,29,0.392549011,Female,African American,Some College,No,Low,Yes,No,No,No,F
2055,15,4.059871184,23,1.484857697,Male,Asian,Some College,No,Very High,Yes,Yes,No,No,F
2056,15,9.037380893,1,2.672093364,Male,Asian,Some College,No,nan,No,No,No,No,C
2057,18,15.93895008,13,1.831511281,Female,African American,Some College,No,Low,Yes,No,No,No,F
2058,17,11.80852206,23,0.758182974,Female,Caucasian,High School,No,Moderate,No,No,Yes,No,F
2059,16,1.938346541,5,2.938175467,Female,Caucasian,nan,No,High,Yes,No,No,No,C
2060,18,10.96042994,8,3.054924125,Male,African American,nan,Yes,Moderate,Yes,No,Yes,No,B
2061,15,14.05476599,27,0.9175822,Female,African American,Bachelor's,No,Moderate,No,Yes,No,No,F
2062,15,15.85406812,6,3.460884653,Female,Caucasian,High School,No,Very High,Yes,No,Yes,No,B
2063,17,12.58235157,17,1.841907749,Male,Other,High School,No,High,No,No,No,No,F
2064,15,3.053163291,23,1.185985514,Female,Caucasian,Some College,No,High,Yes,Yes,No,No,F
2065,16,14.20346533,8,2.422230686,Male,African American,High School,Yes,nan,Yes,No,Yes,No,D
2066,17,13.54683692,22,0.912660673,Male,African American,Some College,No,Low,No,No,No,No,F
2067,15,0.488537659,3,3.073304473,Male,African American,High School,No,Moderate,No,Yes,No,No,B
2068,17,8.234953352,8,2.167282956,Female,African American,Higher,No,Low,No,No,No,No,D
2069,15,6.659004939,3,2.553864498,Female,Caucasian,Bachelor's,No,nan,Yes,Yes,No,No,C
2070,15,13.38824129,11,2.448602519,Male,Caucasian,Bachelor's,No,Low,Yes,No,Yes,No,D
2071,15,4.322716246,3,3.463239305,Female,African American,Some College,Yes,Moderate,No,No,Yes,No,B
2072,16,11.81743846,24,1.442868859,Female,African American,Some College,Yes,High,Yes,Yes,No,No,F
2073,16,18.26411924,29,0.913127809,Female,Caucasian,High School,Yes,High,No,No,No,No,F
2074,17,15.95604744,23,0.923753225,Female,Asian,nan,No,nan,No,No,Yes,No,F
2075,15,18.42915472,19,1.843597083,Male,Caucasian,nan,No,Moderate,No,Yes,Yes,No,F
2076,15,19.57011934,13,2.096645441,Female,African American,Some College,No,Low,No,No,No,No,D
